doi,article_trial_or_failure,article_trial_or_failure_notes,mof_description,mof_name,modification_notes,rationale,based_on_success_index,varied_classes,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,metel_concnertation,M_L_ratio,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,metal_cluster_connectivity_classified,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error,crystal_code,additional_original_article_trial_or_failure,additional_trial_flag_source
10.1039/c2dt11966h,yes,Stoichiometric ratios gave products without azide; excess NaN3 required for crystalline targets.,"a manganese metal-organic framework with linear Mn3 trinuclear motifs linked by EE-N3; (?-EO-N3)(?-syn,syn-COO)(?-N2,N3-CN4) triple bridges and pcu topology built by organic linker 1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium",,"Article states that near-stoichiometric reactant ratios give products without azide (IR). Base 1 uses KL1 0.1 mmol, MnCl2·4H2O 0.2 mmol, NaN3 2.0 mmol (2:20:1). Stoichiometric for 0.1 mmol KL1 is ?0.15 mmol Mn and 0.20 mmol NaN3 (for 3:2:4 in [Mn3(L1)2(N3)4]). We estimate the ‘close-to-stoichiometric’ region with Mn = 0.12/0.15/0.18 mmol and NaN3 = 0.10/0.20/0.30/0.40 mmol (crossed; 12 combos). Other parameters per base. Outcome: products lacked azide; failure for target.","For Mn–azide–tetrazolate–carboxylate frameworks 1 (L1) and 2 (L2), the paper states crystalline products required a large excess of NaN3; near-stoichiometric reactant ratios gave products without azide (IR). Plans enumerate those near-stoichiometric ratios versus each base recipe.",1,metal_1;modulator_1,MnCl2·4H2O,,0.15 mmol,0.15,mmol,,,,,,,,,,,1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium,L1,"0.1 mmol (as KL1, 0.024 g)",0.1,mmol,,,,,,,,,,,sodium azide,NaN3,0.4 mmol,0.4,mmol,,,,,,water,H2O,2 mL,2,,,,,75,1.5,25,RT,48,2 days (slow evaporation after 10 min stirring),,"stirred 10 min, then static",,,,,,yellow crystals,45,,pcu,"linear Mn3 trinuclear motifs linked by EE-N3; (?-EO-N3)(?-syn,syn-COO)(?-N2,N3-CN4) triple bridges",trinuclear cluster SBU,"a=7.6829(17) Å, b=10.533(2) Å, c=11.055(2) Å, ?=62.913(2)°, ?=80.351(2)°, ?=85.288(2)°, P-1",,,not_reported,not_reported,,,10.1039/c2dt11966h,ok,,,,
10.1039/c2dt11966h,yes,Stoichiometric ratios gave products without azide; excess NaN3 required for crystalline targets.,"a manganese metal-organic framework with linear Mn3 trinuclear motifs linked by EE-N3; (?-EO-N3)(?-syn,syn-COO)(?-N2,N3-CN4) triple bridges and pcu topology built by organic linker 1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium",,"Article states that near-stoichiometric reactant ratios give products without azide (IR). Base 1 uses KL1 0.1 mmol, MnCl2·4H2O 0.2 mmol, NaN3 2.0 mmol (2:20:1). Stoichiometric for 0.1 mmol KL1 is ?0.15 mmol Mn and 0.20 mmol NaN3 (for 3:2:4 in [Mn3(L1)2(N3)4]). We estimate the ‘close-to-stoichiometric’ region with Mn = 0.12/0.15/0.18 mmol and NaN3 = 0.10/0.20/0.30/0.40 mmol (crossed; 12 combos). Other parameters per base. Outcome: products lacked azide; failure for target.","For Mn–azide–tetrazolate–carboxylate frameworks 1 (L1) and 2 (L2), the paper states crystalline products required a large excess of NaN3; near-stoichiometric reactant ratios gave products without azide (IR). Plans enumerate those near-stoichiometric ratios versus each base recipe.",1,metal_1;modulator_1,MnCl2·4H2O,,0.18 mmol,0.18,mmol,,,,,,,,,,,1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium,L1,"0.1 mmol (as KL1, 0.024 g)",0.1,mmol,,,,,,,,,,,sodium azide,NaN3,0.1 mmol,0.1,mmol,,,,,,water,H2O,2 mL,2,,,,,90,1.8,25,RT,48,2 days (slow evaporation after 10 min stirring),,"stirred 10 min, then static",,,,,,yellow crystals,45,,pcu,"linear Mn3 trinuclear motifs linked by EE-N3; (?-EO-N3)(?-syn,syn-COO)(?-N2,N3-CN4) triple bridges",trinuclear cluster SBU,"a=7.6829(17) Å, b=10.533(2) Å, c=11.055(2) Å, ?=62.913(2)°, ?=80.351(2)°, ?=85.288(2)°, P-1",,,not_reported,not_reported,,,10.1039/c2dt11966h,ok,,,,
10.1039/c2dt11966h,yes,Stoichiometric ratios gave products without azide; excess NaN3 required for crystalline targets.,"a manganese metal-organic framework with linear Mn3 trinuclear motifs linked by EE-N3; (?-EO-N3)(?-syn,syn-COO)(?-N2,N3-CN4) triple bridges and pcu topology built by organic linker 1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium",,"Article states that near-stoichiometric reactant ratios give products without azide (IR). Base 1 uses KL1 0.1 mmol, MnCl2·4H2O 0.2 mmol, NaN3 2.0 mmol (2:20:1). Stoichiometric for 0.1 mmol KL1 is ?0.15 mmol Mn and 0.20 mmol NaN3 (for 3:2:4 in [Mn3(L1)2(N3)4]). We estimate the ‘close-to-stoichiometric’ region with Mn = 0.12/0.15/0.18 mmol and NaN3 = 0.10/0.20/0.30/0.40 mmol (crossed; 12 combos). Other parameters per base. Outcome: products lacked azide; failure for target.","For Mn–azide–tetrazolate–carboxylate frameworks 1 (L1) and 2 (L2), the paper states crystalline products required a large excess of NaN3; near-stoichiometric reactant ratios gave products without azide (IR). Plans enumerate those near-stoichiometric ratios versus each base recipe.",1,metal_1;modulator_1,MnCl2·4H2O,,0.18 mmol,0.18,mmol,,,,,,,,,,,1-(carboxylatomethyl)-3-(5-tetrazolato)pyridinium,L1,"0.1 mmol (as KL1, 0.024 g)",0.1,mmol,,,,,,,,,,,sodium azide,NaN3,0.2 mmol,0.2,mmol,,,,,,water,H2O,2 mL,2,,,,,90,1.8,25,RT,48,2 days (slow evaporation after 10 min stirring),,"stirred 10 min, then static",,,,,,yellow crystals,45,,pcu,"linear Mn3 trinuclear motifs linked by EE-N3; (?-EO-N3)(?-syn,syn-COO)(?-N2,N3-CN4) triple bridges",trinuclear cluster SBU,"a=7.6829(17) Å, b=10.533(2) Å, c=11.055(2) Å, ?=62.913(2)°, ?=80.351(2)°, ?=85.288(2)°, P-1",,,not_reported,not_reported,,,10.1039/c2dt11966h,ok,,,,
10.1039/c7dt01116d,yes,"Substituting (R,R)-1,2-cyclohexanediamine in L failed to give ideal single crystals.","a copper metal-organic framework with Cu4I4 4-connected cluster and dia topology built by organic linker (R,R)-N,N?-bis(3-tert-butyl-5-(4-pyridyl)salicylidene)-1,2-cyclohexanediamine nickel(II)",,"Linker identity change: substituted L’s (R,R)-1,2-diphenylethylenediamine core with (R,R)-1,2-cyclohexanediamine as stated to have “failed to obtain the ideal single crystal.” No specific synthesis values given; represented under the successful CuI/KI DMF/MeCN solvothermal base (100 °C, 72 h). Linker amount carried over from base as a one-for-one substitution.","Negative condition captured: replacing the diamine core of the metallosalen linker L with (R,R)-1,2-cyclohexanediamine failed to give ideal single crystals of the CuI/KI-based MOF (CCDC 1522765). Represented against the paper’s successful DMF/MeCN, 100 °C, 72 h solvothermal recipe.",1,linker_1,CuI,CuI,"40 mg, 0.2 mmol",0.2,mmol,KI,KI,"40 mg, 0.24 mmol",0.24,mmol,,,,,,"(R,R)-N,N?-bis(3-tert-butyl-5-(4-pyridyl)salicylidene)-1,2-cyclohexanediamine nickel(II)",,0.02 mmol,0.02,mmol,,,,,,,,,,,,,,,,,,,,,dimethylformamide,DMF,3 mL,3,acetonitrile,MeCN,1 mL,1,67,10,100,100 °C,72,three days,10 mL vial,,"DMF, CH3CN",,"Exchanged in CH3CN 12 h, then 150 °C under high vacuum for 12 h",150,12,brown block,34,,dia,Cu4I4 4-connected cluster,tetranuclear cluster SBU,"a=18.4248(2) Å, b=35.8993(7) Å, c=36.7318(4) Å, P22121",,527,yes,yes,410,CO2_capture;CO2_cycloaddition;click_catalysis,10.1039/c7dt01116d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.175 mmol,0.175,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,dimethylformamide,DMF,,,,,,,,1.75,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.175 mmol,0.175,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylacetamide",DMAc,,,,,,,,1.75,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.175 mmol,0.175,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,acetic acid,HOAc,,,,,,,,,dimethylformamide,DMF,,,,,,,,1.75,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.175 mmol,0.175,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,acetic acid,HOAc,,,,,,,,,"N,N-dimethylacetamide",DMAc,,,,,,,,1.75,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.15 mmol,0.15,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,dimethylformamide,DMF,,,,,,,,1.5,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.15 mmol,0.15,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylacetamide",DMAc,,,,,,,,1.5,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.15 mmol,0.15,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,acetic acid,HOAc,,,,,,,,,dimethylformamide,DMF,,,,,,,,1.5,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.15 mmol,0.15,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,acetic acid,HOAc,,,,,,,,,"N,N-dimethylacetamide",DMAc,,,,,,,,1.5,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.1 mmol,0.1,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,dimethylformamide,DMF,,,,,,,,1,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1021/cg201059d,yes,Screened metal:ligand ratios; <2:1 gave unassigned phases; low acidity gave tiny PCN-131 crystals; could not obtain pure PCN-1320 despite varying pH/solvents/ratios.,"a zinc metal-organic framework with Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy built by organic linkers anthracene-9,10-dicarboxylic acid and 4,4?-bipyridyl",PCN-1320,"Attempts to obtain pure PCN-1320 failed even after varying pH, solvent systems, and reagent ratios (text). Represented as a combined screen anchored to the PCN-1320 base: M:L < 2:1 (values 1.75, 1.5, 1.0; Zn amounts computed from 0.1 mmol H2adc), acidity varied by substituting HBF4 with no acid or acetic acid (weaker), and solvent varied between DMF and DMA. Lists trimmed to 12 enumerations to satisfy the estimated-combination ceiling.","Negative conditions from Zn/H2adc MOF study: metal:ligand ratios below 2:1 yielded unassigned phases; and pure PCN-1320 could not be isolated despite varying pH, solvent systems, and stoichiometry (mixtures with PCN-1310 persisted).",4,metal_1;modulator_1;solvent_main,Zn(NO3)2·6H2O,,0.1 mmol,0.1,mmol,,,,,,,,,,,"anthracene-9,10-dicarboxylic acid",H2adc,"26.2 mg, 0.1 mmol",0.1,mmol,"4,4?-bipyridyl","4,4?-bpy","15.6 mg, 0.1 mmol",0.1,mmol,,,,,,,,,,,,,,,,"N,N-dimethylacetamide",DMAc,,,,,,,,1,120,120 °C,48,2 days,Pyrex tube (sealed),static,,,,,,few colorless block crystals,18,,,"Zn2(CO2)4 paddle-wheel SBU pillared by 4,4?-bpy",paddlewheel dimer SBU,"I4/mcm; a=15.44 Å, b=15.44 Å, c=28.03 Å",,,not_reported,not_reported,,,10.1021/cg201059d,ok,,,,
10.1016/j.micromeso.2015.07.001,yes,DMA solvent gave crystals unsuitable for data; replacing pyridine with pyrazine or DABCO gave no product.,"a copper metal-organic framework with Cu2(COO)4 paddlewheel SBU built by organic linker 5,5?-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid",,"Axial N-donor swap for 1: under the same conditions as 1, replacing pyridine with pyrazine or DABCO resulted in no corresponding products. Represented as modulator_1 identity substitutions; amounts not stated.",Failures include DMA in place of DMF for compound 1 (crystals unsuitable for data) and replacing pyridine by pyrazine or DABCO under 1’s conditions (no corresponding products). Built as modifications of the successful recipe for compound 1.,1,modulator_1,Cu(NO3)2·2H2O,,"0.07 mmol, 16 mg",0.07,mmol,,,,,,,,,,,"5,5?-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid",H4L,"0.035 mmol, 16 mg",0.035,mmol,,,,,,,,,,,pyrazine,,,,,nitric acid,HNO3,1 mL (3.5 M in DMF),1,mL,dimethylformamide,DMF,8 mL,8,,,,,9,2,85,85 °C,96,4 days,,,"MeOH, CH2Cl2","MeOH 3 days, refreshed six times; CH2Cl2 similarly","Vacuum at RT overnight, then 80 °C under vacuum for 10 h",80,10,blue block crystals,65,,,Cu2(COO)4 paddlewheel SBU,paddlewheel dimer SBU,,16.14,1233,not_reported,not_reported,317,CO2_capture;hydrogen_storage,10.1016/j.micromeso.2015.07.001,ok,,,,
