DOI,Publisher,DOI Link,Downloaded
10.1002/adma.202414151,publisher_W,https://doi.org/10.1002/adma.202414151,1
10.1002/adma.202414362,publisher_W,https://doi.org/10.1002/adma.202414362,1
10.1002/adma.202418344,publisher_W,https://doi.org/10.1002/adma.202418344,1
10.1002/adma.202500370,publisher_W,https://doi.org/10.1002/adma.202500370,1
10.1002/admi.201400040,publisher_W,https://doi.org/10.1002/admi.201400040,1
10.1002/admi.201801062,publisher_W,https://doi.org/10.1002/admi.201801062,1
10.1002/admi.201801895,publisher_W,https://doi.org/10.1002/admi.201801895,1
10.1002/admi.201902098,publisher_W,https://doi.org/10.1002/admi.201902098,1
10.1002/admi.202100586,publisher_W,https://doi.org/10.1002/admi.202100586,1
10.1002/admi.202100730,publisher_W,https://doi.org/10.1002/admi.202100730,1
10.1002/admi.202102086,publisher_W,https://doi.org/10.1002/admi.202102086,1
10.1002/admi.202201532,publisher_W,https://doi.org/10.1002/admi.202201532,1
10.1002/admt.202001184,publisher_W,https://doi.org/10.1002/admt.202001184,0
10.1002/adom.202200058,publisher_W,https://doi.org/10.1002/adom.202200058,1
10.1002/adom.202200213,publisher_W,https://doi.org/10.1002/adom.202200213,1
10.1002/adom.202300142,publisher_W,https://doi.org/10.1002/adom.202300142,1
10.1002/adom.202302309,publisher_W,https://doi.org/10.1002/adom.202302309,1
10.1002/adom.202302405,publisher_W,https://doi.org/10.1002/adom.202302405,1
10.1002/adom.202402127,publisher_W,https://doi.org/10.1002/adom.202402127,1
10.1002/adsc.201000808,publisher_W,https://doi.org/10.1002/adsc.201000808,1
10.1002/adsc.201800875,publisher_W,https://doi.org/10.1002/adsc.201800875,1
10.1002/adsc.202401414,publisher_W,https://doi.org/10.1002/adsc.202401414,1
10.1002/adsu.201700092,publisher_W,https://doi.org/10.1002/adsu.201700092,1
10.1002/adsu.201800053,publisher_W,https://doi.org/10.1002/adsu.201800053,1
10.1002/adsu.202100317,publisher_W,https://doi.org/10.1002/adsu.202100317,1
10.1002/adsu.202300269,publisher_W,https://doi.org/10.1002/adsu.202300269,1
10.1002/advs.201600048,publisher_W,https://doi.org/10.1002/advs.201600048,1
10.1002/advs.201802056,publisher_W,https://doi.org/10.1002/advs.201802056,1
10.1002/advs.201802059,publisher_W,https://doi.org/10.1002/advs.201802059,1
10.1002/advs.201902897,publisher_W,https://doi.org/10.1002/advs.201902897,1
10.1002/advs.202305786,publisher_W,https://doi.org/10.1002/advs.202305786,1
10.1002/advs.202401070,publisher_W,https://doi.org/10.1002/advs.202401070,1
10.1002/advs.202412592,publisher_W,https://doi.org/10.1002/advs.202412592,1
10.1002/advs.202416540,publisher_W,https://doi.org/10.1002/advs.202416540,1
10.1002/advs.202501824,publisher_W,https://doi.org/10.1002/advs.202501824,1
10.1002/aenm.202401887,publisher_W,https://doi.org/10.1002/aenm.202401887,1
10.1002/aenm.202500211,publisher_W,https://doi.org/10.1002/aenm.202500211,1
10.1002/ajoc.202100535,publisher_W,https://doi.org/10.1002/ajoc.202100535,0
10.1002/anie.201307340,publisher_W,https://doi.org/10.1002/anie.201307340,1
10.1002/anie.201307681,publisher_W,https://doi.org/10.1002/anie.201307681,1
10.1002/anie.201308589,publisher_W,https://doi.org/10.1002/anie.201308589,1
10.1002/anie.201406484,publisher_W,https://doi.org/10.1002/anie.201406484,1
10.1002/anie.201406501,publisher_W,https://doi.org/10.1002/anie.201406501,1
10.1002/anie.201410459,publisher_W,https://doi.org/10.1002/anie.201410459,1
10.1002/anie.201411854,publisher_W,https://doi.org/10.1002/anie.201411854,1
10.1002/anie.201505461,publisher_W,https://doi.org/10.1002/anie.201505461,1
10.1002/anie.201505512,publisher_W,https://doi.org/10.1002/anie.201505512,1
10.1002/anie.201506391,publisher_W,https://doi.org/10.1002/anie.201506391,1
10.1002/anie.201506888,publisher_W,https://doi.org/10.1002/anie.201506888,1
10.1002/anie.201508763,publisher_W,https://doi.org/10.1002/anie.201508763,1
10.1002/anie.201511009,publisher_W,https://doi.org/10.1002/anie.201511009,1
10.1002/anie.201600896,publisher_W,https://doi.org/10.1002/anie.201600896,1
10.1002/anie.201602274,publisher_W,https://doi.org/10.1002/anie.201602274,1
10.1002/anie.201603687,publisher_W,https://doi.org/10.1002/anie.201603687,1
10.1002/anie.201604730,publisher_W,https://doi.org/10.1002/anie.201604730,1
10.1002/anie.201604879,publisher_W,https://doi.org/10.1002/anie.201604879,1
10.1002/anie.201605547,publisher_W,https://doi.org/10.1002/anie.201605547,1
10.1002/anie.201608463,publisher_W,https://doi.org/10.1002/anie.201608463,1
10.1002/anie.201610914,publisher_W,https://doi.org/10.1002/anie.201610914,1
10.1002/anie.201701604,publisher_W,https://doi.org/10.1002/anie.201701604,1
10.1002/anie.201707238,publisher_W,https://doi.org/10.1002/anie.201707238,1
10.1002/anie.201710019,publisher_W,https://doi.org/10.1002/anie.201710019,1
10.1002/anie.201800619,publisher_W,https://doi.org/10.1002/anie.201800619,1
10.1002/anie.201801116,publisher_W,https://doi.org/10.1002/anie.201801116,1
10.1002/anie.201801122,publisher_W,https://doi.org/10.1002/anie.201801122,1
10.1002/anie.201802694,publisher_W,https://doi.org/10.1002/anie.201802694,1
10.1002/anie.201802911,publisher_W,https://doi.org/10.1002/anie.201802911,1
10.1002/anie.201803766,publisher_W,https://doi.org/10.1002/anie.201803766,1
10.1002/anie.201804383,publisher_W,https://doi.org/10.1002/anie.201804383,1
10.1002/anie.201805355,publisher_W,https://doi.org/10.1002/anie.201805355,1
10.1002/anie.201808240,publisher_W,https://doi.org/10.1002/anie.201808240,1
10.1002/anie.201808885,publisher_W,https://doi.org/10.1002/anie.201808885,1
10.1002/anie.201810095,publisher_W,https://doi.org/10.1002/anie.201810095,1
10.1002/anie.201900863,publisher_W,https://doi.org/10.1002/anie.201900863,1
10.1002/anie.201901343,publisher_W,https://doi.org/10.1002/anie.201901343,1
10.1002/anie.201905006,publisher_W,https://doi.org/10.1002/anie.201905006,1
10.1002/anie.201905456,publisher_W,https://doi.org/10.1002/anie.201905456,1
10.1002/anie.201905869,publisher_W,https://doi.org/10.1002/anie.201905869,1
10.1002/anie.201906606,publisher_W,https://doi.org/10.1002/anie.201906606,1
10.1002/anie.201907074,publisher_W,https://doi.org/10.1002/anie.201907074,1
10.1002/anie.201907389,publisher_W,https://doi.org/10.1002/anie.201907389,1
10.1002/anie.201908959,publisher_W,https://doi.org/10.1002/anie.201908959,0
10.1002/anie.201909046,publisher_W,https://doi.org/10.1002/anie.201909046,1
10.1002/anie.201909912,publisher_W,https://doi.org/10.1002/anie.201909912,0
10.1002/anie.201909988,publisher_W,https://doi.org/10.1002/anie.201909988,1
10.1002/anie.201910542,publisher_W,https://doi.org/10.1002/anie.201910542,1
10.1002/anie.201912195,publisher_W,https://doi.org/10.1002/anie.201912195,1
10.1002/anie.201912911,publisher_W,https://doi.org/10.1002/anie.201912911,1
10.1002/anie.201915848,publisher_W,https://doi.org/10.1002/anie.201915848,1
10.1002/anie.202000158,publisher_W,https://doi.org/10.1002/anie.202000158,1
10.1002/anie.202000299,publisher_W,https://doi.org/10.1002/anie.202000299,1
10.1002/anie.202000670,publisher_W,https://doi.org/10.1002/anie.202000670,1
10.1002/anie.202000795,publisher_W,https://doi.org/10.1002/anie.202000795,1
10.1002/anie.202002705,publisher_W,https://doi.org/10.1002/anie.202002705,1
10.1002/anie.202005529,publisher_W,https://doi.org/10.1002/anie.202005529,1
10.1002/anie.202006124,publisher_W,https://doi.org/10.1002/anie.202006124,1
10.1002/anie.202009630,publisher_W,https://doi.org/10.1002/anie.202009630,1
10.1002/anie.202010783,publisher_W,https://doi.org/10.1002/anie.202010783,1
10.1002/anie.202011653,publisher_W,https://doi.org/10.1002/anie.202011653,1
10.1002/anie.202012019,publisher_W,https://doi.org/10.1002/anie.202012019,1
10.1002/anie.202012947,publisher_W,https://doi.org/10.1002/anie.202012947,1
10.1002/anie.202013839,publisher_W,https://doi.org/10.1002/anie.202013839,1
10.1002/anie.202013885,publisher_W,https://doi.org/10.1002/anie.202013885,1
10.1002/anie.202014184,publisher_W,https://doi.org/10.1002/anie.202014184,1
10.1002/anie.202015635,publisher_W,https://doi.org/10.1002/anie.202015635,1
10.1002/anie.202017042,publisher_W,https://doi.org/10.1002/anie.202017042,1
10.1002/anie.202100456,publisher_W,https://doi.org/10.1002/anie.202100456,1
10.1002/anie.202102670,publisher_W,https://doi.org/10.1002/anie.202102670,1
10.1002/anie.202105491,publisher_W,https://doi.org/10.1002/anie.202105491,1
10.1002/anie.202108150,publisher_W,https://doi.org/10.1002/anie.202108150,1
10.1002/anie.202111893,publisher_W,https://doi.org/10.1002/anie.202111893,1
10.1002/anie.202116145,publisher_W,https://doi.org/10.1002/anie.202116145,1
10.1002/anie.202200123,publisher_W,https://doi.org/10.1002/anie.202200123,1
10.1002/anie.202204568,publisher_W,https://doi.org/10.1002/anie.202204568,1
10.1002/anie.202207467,publisher_W,https://doi.org/10.1002/anie.202207467,1
10.1002/anie.202207786,publisher_W,https://doi.org/10.1002/anie.202207786,1
10.1002/anie.202209335,publisher_W,https://doi.org/10.1002/anie.202209335,1
10.1002/anie.202214748,publisher_W,https://doi.org/10.1002/anie.202214748,1
10.1002/anie.202215595,publisher_W,https://doi.org/10.1002/anie.202215595,1
10.1002/anie.202217864,publisher_W,https://doi.org/10.1002/anie.202217864,1
10.1002/anie.202218027,publisher_W,https://doi.org/10.1002/anie.202218027,1
10.1002/anie.202218590,publisher_W,https://doi.org/10.1002/anie.202218590,1
10.1002/anie.202219053,publisher_W,https://doi.org/10.1002/anie.202219053,1
10.1002/anie.202302645,publisher_W,https://doi.org/10.1002/anie.202302645,1
10.1002/anie.202303561,publisher_W,https://doi.org/10.1002/anie.202303561,1
10.1002/anie.202303819,publisher_W,https://doi.org/10.1002/anie.202303819,1
10.1002/anie.202303903,publisher_W,https://doi.org/10.1002/anie.202303903,1
10.1002/anie.202305144,publisher_W,https://doi.org/10.1002/anie.202305144,1
10.1002/anie.202305646,publisher_W,https://doi.org/10.1002/anie.202305646,1
10.1002/anie.202306497,publisher_W,https://doi.org/10.1002/anie.202306497,1
10.1002/anie.202308506,publisher_W,https://doi.org/10.1002/anie.202308506,1
10.1002/anie.202309108,publisher_W,https://doi.org/10.1002/anie.202309108,1
10.1002/anie.202311983,publisher_W,https://doi.org/10.1002/anie.202311983,1
10.1002/anie.202312697,publisher_W,https://doi.org/10.1002/anie.202312697,1
10.1002/anie.202313591,publisher_W,https://doi.org/10.1002/anie.202313591,1
10.1002/anie.202316792,publisher_W,https://doi.org/10.1002/anie.202316792,1
10.1002/anie.202318475,publisher_W,https://doi.org/10.1002/anie.202318475,1
10.1002/anie.202319978,publisher_W,https://doi.org/10.1002/anie.202319978,1
10.1002/anie.202320008,publisher_W,https://doi.org/10.1002/anie.202320008,1
10.1002/anie.202401375,publisher_W,https://doi.org/10.1002/anie.202401375,1
10.1002/anie.202405333,publisher_W,https://doi.org/10.1002/anie.202405333,1
10.1002/anie.202409588,publisher_W,https://doi.org/10.1002/anie.202409588,1
10.1002/anie.202411086,publisher_W,https://doi.org/10.1002/anie.202411086,1
10.1002/anie.202411744,publisher_W,https://doi.org/10.1002/anie.202411744,1
10.1002/anie.202411960,publisher_W,https://doi.org/10.1002/anie.202411960,1
10.1002/anie.202412494,publisher_W,https://doi.org/10.1002/anie.202412494,1
10.1002/anie.202414026,publisher_W,https://doi.org/10.1002/anie.202414026,1
10.1002/anie.202414271,publisher_W,https://doi.org/10.1002/anie.202414271,1
10.1002/anie.202414823,publisher_W,https://doi.org/10.1002/anie.202414823,1
10.1002/anie.202415576,publisher_W,https://doi.org/10.1002/anie.202415576,1
10.1002/anie.202415919,publisher_W,https://doi.org/10.1002/anie.202415919,1
10.1002/anie.202417658,publisher_W,https://doi.org/10.1002/anie.202417658,1
10.1002/anie.202417664,publisher_W,https://doi.org/10.1002/anie.202417664,1
10.1002/anie.202421132,publisher_W,https://doi.org/10.1002/anie.202421132,1
10.1002/anie.202421248,publisher_W,https://doi.org/10.1002/anie.202421248,1
10.1002/anie.202421942,publisher_W,https://doi.org/10.1002/anie.202421942,1
10.1002/anie.202422517,publisher_W,https://doi.org/10.1002/anie.202422517,1
10.1002/anie.202422635,publisher_W,https://doi.org/10.1002/anie.202422635,1
10.1002/anie.202423741,publisher_W,https://doi.org/10.1002/anie.202423741,1
10.1002/anie.202423939,publisher_W,https://doi.org/10.1002/anie.202423939,1
10.1002/anie.202505405,publisher_W,https://doi.org/10.1002/anie.202505405,1
10.1002/anie.202509741,publisher_W,https://doi.org/10.1002/anie.202509741,1
10.1002/anie.202513208,publisher_W,https://doi.org/10.1002/anie.202513208,1
10.1002/aoc.1325,publisher_W,https://doi.org/10.1002/aoc.1325,1
10.1002/aoc.3493,publisher_W,https://doi.org/10.1002/aoc.3493,0
10.1002/aoc.3528,publisher_W,https://doi.org/10.1002/aoc.3528,0
10.1002/aoc.3798,publisher_W,https://doi.org/10.1002/aoc.3798,0
10.1002/aoc.3862,publisher_W,https://doi.org/10.1002/aoc.3862,0
10.1002/aoc.3866,publisher_W,https://doi.org/10.1002/aoc.3866,0
10.1002/aoc.3995,publisher_W,https://doi.org/10.1002/aoc.3995,0
10.1002/aoc.4062,publisher_W,https://doi.org/10.1002/aoc.4062,0
10.1002/aoc.4065,publisher_W,https://doi.org/10.1002/aoc.4065,0
10.1002/aoc.4447,publisher_W,https://doi.org/10.1002/aoc.4447,0
10.1002/aoc.4529,publisher_W,https://doi.org/10.1002/aoc.4529,0
10.1002/aoc.4629,publisher_W,https://doi.org/10.1002/aoc.4629,0
10.1002/aoc.4801,publisher_W,https://doi.org/10.1002/aoc.4801,0
10.1002/aoc.5317,publisher_W,https://doi.org/10.1002/aoc.5317,0
10.1002/aoc.5470,publisher_W,https://doi.org/10.1002/aoc.5470,0
10.1002/aoc.5566,publisher_W,https://doi.org/10.1002/aoc.5566,0
10.1002/aoc.5575,publisher_W,https://doi.org/10.1002/aoc.5575,0
10.1002/aoc.5654,publisher_W,https://doi.org/10.1002/aoc.5654,0
10.1002/aoc.5782,publisher_W,https://doi.org/10.1002/aoc.5782,0
10.1002/aoc.5783,publisher_W,https://doi.org/10.1002/aoc.5783,0
10.1002/aoc.5905,publisher_W,https://doi.org/10.1002/aoc.5905,0
10.1002/aoc.5951,publisher_W,https://doi.org/10.1002/aoc.5951,0
10.1002/aoc.5977,publisher_W,https://doi.org/10.1002/aoc.5977,0
10.1002/aoc.6319,publisher_W,https://doi.org/10.1002/aoc.6319,0
10.1002/aoc.6350,publisher_W,https://doi.org/10.1002/aoc.6350,0
10.1002/aoc.6434,publisher_W,https://doi.org/10.1002/aoc.6434,0
10.1002/aoc.6566,publisher_W,https://doi.org/10.1002/aoc.6566,0
10.1002/aoc.6602,publisher_W,https://doi.org/10.1002/aoc.6602,0
10.1002/aoc.6648,publisher_W,https://doi.org/10.1002/aoc.6648,0
10.1002/aoc.6656,publisher_W,https://doi.org/10.1002/aoc.6656,0
10.1002/aoc.6749,publisher_W,https://doi.org/10.1002/aoc.6749,0
10.1002/aoc.6769,publisher_W,https://doi.org/10.1002/aoc.6769,0
10.1002/aoc.6777,publisher_W,https://doi.org/10.1002/aoc.6777,0
10.1002/aoc.6912,publisher_W,https://doi.org/10.1002/aoc.6912,0
10.1002/aoc.6955,publisher_W,https://doi.org/10.1002/aoc.6955,0
10.1002/aoc.70084,publisher_W,https://doi.org/10.1002/aoc.70084,0
10.1002/aoc.7078,publisher_W,https://doi.org/10.1002/aoc.7078,0
10.1002/aoc.7224,publisher_W,https://doi.org/10.1002/aoc.7224,0
10.1002/aoc.7326,publisher_W,https://doi.org/10.1002/aoc.7326,0
10.1002/aoc.7409,publisher_W,https://doi.org/10.1002/aoc.7409,0
10.1002/aoc.7426,publisher_W,https://doi.org/10.1002/aoc.7426,0
10.1002/aoc.7487,publisher_W,https://doi.org/10.1002/aoc.7487,0
10.1002/aoc.7524,publisher_W,https://doi.org/10.1002/aoc.7524,0
10.1002/aoc.7590,publisher_W,https://doi.org/10.1002/aoc.7590,0
10.1002/aoc.7663,publisher_W,https://doi.org/10.1002/aoc.7663,1
10.1002/aoc.7673,publisher_W,https://doi.org/10.1002/aoc.7673,0
10.1002/aoc.7815,publisher_W,https://doi.org/10.1002/aoc.7815,0
10.1002/aoc.8004,publisher_W,https://doi.org/10.1002/aoc.8004,0
10.1002/aoc.848,publisher_W,https://doi.org/10.1002/aoc.848,1
10.1002/asia.200700209,publisher_W,https://doi.org/10.1002/asia.200700209,1
10.1002/asia.200800458,publisher_W,https://doi.org/10.1002/asia.200800458,1
10.1002/asia.200900078,publisher_W,https://doi.org/10.1002/asia.200900078,1
10.1002/asia.200900751,publisher_W,https://doi.org/10.1002/asia.200900751,0
10.1002/asia.201300135,publisher_W,https://doi.org/10.1002/asia.201300135,0
10.1002/asia.201300548,publisher_W,https://doi.org/10.1002/asia.201300548,0
10.1002/asia.201300640,publisher_W,https://doi.org/10.1002/asia.201300640,0
10.1002/asia.201301244,publisher_W,https://doi.org/10.1002/asia.201301244,0
10.1002/asia.201301673,publisher_W,https://doi.org/10.1002/asia.201301673,0
10.1002/asia.201403025,publisher_W,https://doi.org/10.1002/asia.201403025,0
10.1002/asia.201403123,publisher_W,https://doi.org/10.1002/asia.201403123,0
10.1002/asia.201500509,publisher_W,https://doi.org/10.1002/asia.201500509,0
10.1002/asia.201501422,publisher_W,https://doi.org/10.1002/asia.201501422,0
10.1002/asia.201601134,publisher_W,https://doi.org/10.1002/asia.201601134,0
10.1002/asia.201700011,publisher_W,https://doi.org/10.1002/asia.201700011,0
10.1002/asia.201700018,publisher_W,https://doi.org/10.1002/asia.201700018,0
10.1002/asia.201701189,publisher_W,https://doi.org/10.1002/asia.201701189,0
10.1002/asia.201801785,publisher_W,https://doi.org/10.1002/asia.201801785,0
10.1002/asia.201900391,publisher_W,https://doi.org/10.1002/asia.201900391,0
10.1002/asia.201900536,publisher_W,https://doi.org/10.1002/asia.201900536,0
10.1002/asia.201900853,publisher_W,https://doi.org/10.1002/asia.201900853,0
10.1002/asia.201901143,publisher_W,https://doi.org/10.1002/asia.201901143,0
10.1002/asia.202100145,publisher_W,https://doi.org/10.1002/asia.202100145,0
10.1002/asia.202100169,publisher_W,https://doi.org/10.1002/asia.202100169,0
10.1002/asia.202100270,publisher_W,https://doi.org/10.1002/asia.202100270,0
10.1002/asia.202100588,publisher_W,https://doi.org/10.1002/asia.202100588,0
10.1002/asia.202100883,publisher_W,https://doi.org/10.1002/asia.202100883,0
10.1002/asia.202400237,publisher_W,https://doi.org/10.1002/asia.202400237,0
10.1002/asia.202400501,publisher_W,https://doi.org/10.1002/asia.202400501,0
10.1002/asia.202401035,publisher_W,https://doi.org/10.1002/asia.202401035,1
10.1002/asia.202401046,publisher_W,https://doi.org/10.1002/asia.202401046,0
10.1002/asia.202401213,publisher_W,https://doi.org/10.1002/asia.202401213,0
10.1002/asia.202401519,publisher_W,https://doi.org/10.1002/asia.202401519,0
10.1002/bio.2938,publisher_W,https://doi.org/10.1002/bio.2938,0
10.1002/bio.2944,publisher_W,https://doi.org/10.1002/bio.2944,0
10.1002/bio.3323,publisher_W,https://doi.org/10.1002/bio.3323,0
10.1002/bkcs.10120,publisher_W,https://doi.org/10.1002/bkcs.10120,0
10.1002/bkcs.10538,publisher_W,https://doi.org/10.1002/bkcs.10538,0
10.1002/bkcs.11650,publisher_W,https://doi.org/10.1002/bkcs.11650,0
10.1002/bkcs.12269,publisher_W,https://doi.org/10.1002/bkcs.12269,0
10.1002/bkcs.12592,publisher_W,https://doi.org/10.1002/bkcs.12592,0
10.1002/bkcs.12707,publisher_W,https://doi.org/10.1002/bkcs.12707,0
10.1002/cctc.201200792,publisher_W,https://doi.org/10.1002/cctc.201200792,1
10.1002/cctc.201300032,publisher_W,https://doi.org/10.1002/cctc.201300032,1
10.1002/cctc.201300241,publisher_W,https://doi.org/10.1002/cctc.201300241,1
10.1002/cctc.201300529,publisher_W,https://doi.org/10.1002/cctc.201300529,1
10.1002/cctc.201402546,publisher_W,https://doi.org/10.1002/cctc.201402546,1
10.1002/cctc.201402867,publisher_W,https://doi.org/10.1002/cctc.201402867,1
10.1002/cctc.201501020,publisher_W,https://doi.org/10.1002/cctc.201501020,1
10.1002/cctc.201600774,publisher_W,https://doi.org/10.1002/cctc.201600774,1
10.1002/cctc.201600952,publisher_W,https://doi.org/10.1002/cctc.201600952,1
10.1002/cctc.201600985,publisher_W,https://doi.org/10.1002/cctc.201600985,1
10.1002/cctc.201701984,publisher_W,https://doi.org/10.1002/cctc.201701984,1
10.1002/cctc.201801293,publisher_W,https://doi.org/10.1002/cctc.201801293,1
10.1002/cctc.201900124,publisher_W,https://doi.org/10.1002/cctc.201900124,1
10.1002/cctc.201900735,publisher_W,https://doi.org/10.1002/cctc.201900735,1
10.1002/cctc.202001622,publisher_W,https://doi.org/10.1002/cctc.202001622,1
10.1002/cctc.202200994,publisher_W,https://doi.org/10.1002/cctc.202200994,1
10.1002/cctc.202400119,publisher_W,https://doi.org/10.1002/cctc.202400119,1
10.1002/cctc.202400429,publisher_W,https://doi.org/10.1002/cctc.202400429,1
10.1002/cctc.202401636,publisher_W,https://doi.org/10.1002/cctc.202401636,1
10.1002/cctc.202401849,publisher_W,https://doi.org/10.1002/cctc.202401849,1
10.1002/chem.200400178,publisher_W,https://doi.org/10.1002/chem.200400178,1
10.1002/chem.200401201,publisher_W,https://doi.org/10.1002/chem.200401201,1
10.1002/chem.200600270,publisher_W,https://doi.org/10.1002/chem.200600270,1
10.1002/chem.200601246,publisher_W,https://doi.org/10.1002/chem.200601246,1
10.1002/chem.200700181,publisher_W,https://doi.org/10.1002/chem.200700181,1
10.1002/chem.200800240,publisher_W,https://doi.org/10.1002/chem.200800240,1
10.1002/chem.200800430,publisher_W,https://doi.org/10.1002/chem.200800430,1
10.1002/chem.200801064,publisher_W,https://doi.org/10.1002/chem.200801064,1
10.1002/chem.200801856,publisher_W,https://doi.org/10.1002/chem.200801856,1
10.1002/chem.200801948,publisher_W,https://doi.org/10.1002/chem.200801948,1
10.1002/chem.200802691,publisher_W,https://doi.org/10.1002/chem.200802691,1
10.1002/chem.200901391,publisher_W,https://doi.org/10.1002/chem.200901391,1
10.1002/chem.200902346,publisher_W,https://doi.org/10.1002/chem.200902346,1
10.1002/chem.200903053,publisher_W,https://doi.org/10.1002/chem.200903053,1
10.1002/chem.200903239,publisher_W,https://doi.org/10.1002/chem.200903239,1
10.1002/chem.201001256,publisher_W,https://doi.org/10.1002/chem.201001256,1
10.1002/chem.201001549,publisher_W,https://doi.org/10.1002/chem.201001549,1
10.1002/chem.201002568,publisher_W,https://doi.org/10.1002/chem.201002568,1
10.1002/chem.201002993,publisher_W,https://doi.org/10.1002/chem.201002993,1
10.1002/chem.201003211,publisher_W,https://doi.org/10.1002/chem.201003211,1
10.1002/chem.201003708,publisher_W,https://doi.org/10.1002/chem.201003708,1
10.1002/chem.201100176,publisher_W,https://doi.org/10.1002/chem.201100176,1
10.1002/chem.201100226,publisher_W,https://doi.org/10.1002/chem.201100226,1
10.1002/chem.201101015,publisher_W,https://doi.org/10.1002/chem.201101015,1
10.1002/chem.201101183,publisher_W,https://doi.org/10.1002/chem.201101183,1
10.1002/chem.201101239,publisher_W,https://doi.org/10.1002/chem.201101239,1
10.1002/chem.201101383,publisher_W,https://doi.org/10.1002/chem.201101383,1
10.1002/chem.201101530,publisher_W,https://doi.org/10.1002/chem.201101530,1
