source_row_id,doi_norm,publication_year,condition_key,cluster_key,is_success,is_forced_condition,is_forced_representative,split
10,10.1021/acs.cgd.3c01222,2023.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 100.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""triethylamine"", ""organic_linker"": ""4-mercaptobenzoic acid and 4,4'-bipyridine"", ""solvent"": ""water and methanol"", ""temperature_C"": 25.0, ""time_h"": 168.0}","metal=zn(no3)2.6h2o|linker=4,4'-bipyridine + 4-mercaptobenzoic acid|solvent=methanol + water",True,False,False,train
11,10.1021/acs.cgd.6b01538,2017.0,"{""M_L_ratio"": null, ""metal_concentration_mM"": 30.0, ""metal_precursor"": ""in(no3)3.9/2h2o"", ""modulator"": ""tetra-n-butylammonium chloride"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 100.0, ""time_h"": 120.0}","metal=in(no3)3.9/2h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,train
14,10.1021/acsami.5c01476,2025.0,"{""M_L_ratio"": 1.42, ""metal_concentration_mM"": 203.0, ""metal_precursor"": ""fecl3.6h2o"", ""modulator"": null, ""organic_linker"": ""2-aminoterephthalic acid"", ""solvent"": ""ethanol and 1-ethyl-3-methylimidazolium tetrafluoroborate"", ""temperature_C"": 25.0, ""time_h"": 12.0}",metal=fecl3.6h2o|linker=2-aminoterephthalic acid|solvent=1-ethyl-3-methylimidazolium tetrafluoroborate + ethanol,True,False,False,train
15,10.1021/acsami.5c01476,2025.0,"{""M_L_ratio"": 2.86, ""metal_concentration_mM"": 236.0, ""metal_precursor"": ""fecl3.6h2o"", ""modulator"": null, ""organic_linker"": ""2-aminoterephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 110.0, ""time_h"": 12.0}",metal=fecl3.6h2o|linker=2-aminoterephthalic acid|solvent=dimethylformamide,True,False,False,train
16,10.1039/c8ce00954f,2018.0,"{""M_L_ratio"": 5.0, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 21.0}",metal=zn(no3)2.6h2o|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
17,10.1039/c8ce00954f,2018.0,"{""M_L_ratio"": 5.0, ""metal_concentration_mM"": 7.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""2-methylimidazole"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 110.0, ""time_h"": 24.0}",metal=zn(no3)2.6h2o|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
18,10.1021/acsami.5b10078,2016.0,"{""M_L_ratio"": 2.09, ""metal_concentration_mM"": 174.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""ethanol"", ""temperature_C"": 120.0, ""time_h"": 14.0}","metal=cu(no3)2.3h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=ethanol",True,False,False,holdout
19,10.1021/acs.cgd.4c00161,2024.0,"{""M_L_ratio"": 0.75, ""metal_concentration_mM"": 15.0, ""metal_precursor"": ""cd(no3)2.4h2o"", ""modulator"": ""hydrochloric acid"", ""organic_linker"": ""3-(pyrid-2'-yl)-5-(4″-carboxylphenyl)-1,2,4-triazolyl"", ""solvent"": ""acetonitrile and water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=cd(no3)2.4h2o|linker=3-(pyrid-2'-yl)-5-(4″-carboxylphenyl)-1,2,4-triazolyl|solvent=acetonitrile + water",True,False,False,holdout
20,10.1021/acs.cgd.4c00161,2024.0,"{""M_L_ratio"": 1.33, ""metal_concentration_mM"": 27.0, ""metal_precursor"": ""cd(no3)2.4h2o"", ""modulator"": ""hydrochloric acid"", ""organic_linker"": ""3-(3,5-dicarboxylphenyl)-5-(pyrid-2-yl)-1h-1,2,4-triazole"", ""solvent"": ""acetonitrile and water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=cd(no3)2.4h2o|linker=3-(3,5-dicarboxylphenyl)-5-(pyrid-2-yl)-1h-1,2,4-triazole|solvent=acetonitrile + water",True,False,False,train
21,10.1021/acsami.5c04998,2025.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 28.0, ""metal_precursor"": ""al(no3)3.9h2o"", ""modulator"": null, ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 150.0, ""time_h"": 24.0}","metal=al(no3)3.9h2o|linker=biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide",True,False,False,train
22,10.1021/acsami.5c04998,2025.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 16.0, ""metal_precursor"": ""al(no3)3.9h2o"", ""modulator"": null, ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 150.0, ""time_h"": 336.0}","metal=al(no3)3.9h2o|linker=biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
24,10.1039/c8ce01203b,2019.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""co(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""4,4'-(1h-1,2,4-triazol-1-yl)methylenebis(benzoic acid)"", ""solvent"": ""acetonitrile and water"", ""temperature_C"": 130.0, ""time_h"": 72.0}","metal=co(no3)2.6h2o|linker=4,4'-(1h-1,2,4-triazol-1-yl)methylenebis(benzoic acid)|solvent=acetonitrile + water",True,False,False,train
25,10.1039/c8ce01203b,2019.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""co(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""4,4'-(1h-1,2,4-triazol-1-yl)methylenebis(benzoic acid) and 4,4'-bis(benzoimidazo-1-yl)biphenyl"", ""solvent"": ""methanol and water"", ""temperature_C"": 130.0, ""time_h"": 72.0}","metal=co(no3)2.6h2o|linker=4,4'-(1h-1,2,4-triazol-1-yl)methylenebis(benzoic acid) + 4,4'-bis(benzoimidazo-1-yl)biphenyl|solvent=methanol + water",True,False,False,train
26,10.1039/c8ce01203b,2019.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""co(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""4,4'-(1h-1,2,4-triazol-1-yl)methylenebis(benzoic acid) and 1,4-bis(imidazol-1-ylmethyl)benzene"", ""solvent"": ""ethanol and water"", ""temperature_C"": 130.0, ""time_h"": 72.0}","metal=co(no3)2.6h2o|linker=1,4-bis(imidazol-1-ylmethyl)benzene + 4,4'-(1h-1,2,4-triazol-1-yl)methylenebis(benzoic acid)|solvent=ethanol + water",True,False,False,train
27,10.1039/c8ce01203b,2019.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""co(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""4,4'-(1h-1,2,4-triazol-1-yl)methylenebis(benzoic acid) and 4,4'-bis(imidazolyl)biphenyl"", ""solvent"": ""n,n-dimethylacetamide and water"", ""temperature_C"": 130.0, ""time_h"": 72.0}","metal=co(no3)2.6h2o|linker=4,4'-(1h-1,2,4-triazol-1-yl)methylenebis(benzoic acid) + 4,4'-bis(imidazolyl)biphenyl|solvent=n,n-dimethylacetamide + water",True,False,False,train
28,10.1039/c8ce01051j,2018.0,"{""M_L_ratio"": 1.8, ""metal_concentration_mM"": 300.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": ""sodium dodecylbenzene sulfonate"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""ethanol and water"", ""temperature_C"": 120.0, ""time_h"": 12.0}","metal=cu(no3)2.3h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=ethanol + water",True,False,False,train
32,10.1039/c8ce01051j,2018.0,"{""M_L_ratio"": 2.09, ""metal_concentration_mM"": 348.0, ""metal_precursor"": ""cu(no3)2.3h2o"", ""modulator"": null, ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""ethanol and water"", ""temperature_C"": 120.0, ""time_h"": 12.0}","metal=cu(no3)2.3h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=ethanol + water",True,False,False,train
33,10.1039/c8ce01261j,2018.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 17.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""1,3-bis(benzimidazolyl)benzene and isophthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=1,3-bis(benzimidazolyl)benzene + isophthalic acid|solvent=dimethylformamide + water",True,False,False,train
34,10.1039/c8ce01261j,2018.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""1,3-bis(benzimidazolyl)benzene and 4,4'-oxybisbenzoic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=1,3-bis(benzimidazolyl)benzene + 4,4'-oxybisbenzoic acid|solvent=dimethylformamide + ethanol",True,False,False,train
35,10.1039/c8ce01261j,2018.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 17.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": null, ""organic_linker"": ""1,3-bis(benzimidazolyl)benzene and terephthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=zn(no3)2.6h2o|linker=1,3-bis(benzimidazolyl)benzene + terephthalic acid|solvent=dimethylformamide + water",True,False,False,train
36,10.1039/c8ce01261j,2018.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 17.0, ""metal_precursor"": ""cd(no3)2.4h2o"", ""modulator"": null, ""organic_linker"": ""1,3-bis(benzimidazolyl)benzene and isophthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 100.0, ""time_h"": 48.0}","metal=cd(no3)2.4h2o|linker=1,3-bis(benzimidazolyl)benzene + isophthalic acid|solvent=dimethylformamide + water",True,False,False,holdout
37,10.1039/c8ce01261j,2018.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 20.0, ""metal_precursor"": ""cd(no3)2.4h2o"", ""modulator"": null, ""organic_linker"": ""1,3-bis(benzimidazolyl)benzene and 4,4'-oxybisbenzoic acid"", ""solvent"": ""n,n-dimethylacetamide and water"", ""temperature_C"": 160.0, ""time_h"": 72.0}","metal=cd(no3)2.4h2o|linker=1,3-bis(benzimidazolyl)benzene + 4,4'-oxybisbenzoic acid|solvent=n,n-dimethylacetamide + water",True,False,False,train
38,10.1039/c8ce01261j,2018.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 33.0, ""metal_precursor"": ""cd(no3)2.4h2o"", ""modulator"": null, ""organic_linker"": ""1,3-bis(benzimidazolyl)benzene and terephthalic acid"", ""solvent"": ""dimethylformamide and ethanol"", ""temperature_C"": 160.0, ""time_h"": 48.0}","metal=cd(no3)2.4h2o|linker=1,3-bis(benzimidazolyl)benzene + terephthalic acid|solvent=dimethylformamide + ethanol",True,False,False,train
39,10.1021/acsami.6b03841,2016.0,"{""M_L_ratio"": 0.06, ""metal_concentration_mM"": 1.0, ""metal_precursor"": ""ercl3.6h2o"", ""modulator"": ""sodium acetate trihydrate (naac.3h2o)"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 60.0, ""time_h"": 24.0}","metal=ercl3.6h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
40,10.1021/acsami.6b03841,2016.0,"{""M_L_ratio"": 0.6, ""metal_concentration_mM"": 8.0, ""metal_precursor"": ""ycl3.6h2o"", ""modulator"": ""sodium acetate trihydrate (naac.3h2o)"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 60.0, ""time_h"": 24.0}","metal=ycl3.6h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
41,10.1021/acsami.6b03841,2016.0,"{""M_L_ratio"": 0.3, ""metal_concentration_mM"": 4.0, ""metal_precursor"": ""ycl3.6h2o"", ""modulator"": ""sodium acetate trihydrate (naac.3h2o)"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 60.0, ""time_h"": 24.0}","metal=ycl3.6h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
42,10.1021/acsami.6b03841,2016.0,"{""M_L_ratio"": 0.9, ""metal_concentration_mM"": 11.0, ""metal_precursor"": ""ybcl3.6h2o"", ""modulator"": ""sodium acetate trihydrate (naac.3h2o)"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 60.0, ""time_h"": 24.0}","metal=ybcl3.6h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
43,10.1021/acsami.6b03841,2016.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 12.0, ""metal_precursor"": ""ercl3.6h2o"", ""modulator"": ""sodium acetate trihydrate (naac.3h2o)"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 60.0, ""time_h"": 24.0}","metal=ercl3.6h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide + water",True,False,False,train
44,10.1039/c8ce01209a,2018.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 7.0, ""metal_precursor"": ""zn(no3)2.6h2o"", ""modulator"": ""sodium hydroxide solution"", ""organic_linker"": ""5-(bis(4-carboxybenzyl)amino)isophthalic acid"", ""solvent"": ""water"", ""temperature_C"": 170.0, ""time_h"": 72.0}",metal=zn(no3)2.6h2o|linker=5-(bis(4-carboxybenzyl)amino)isophthalic acid|solvent=water,True,False,False,train
45,10.1039/c8ce01209a,2018.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 7.0, ""metal_precursor"": ""mncl2.4h2o"", ""modulator"": ""sodium hydroxide solution"", ""organic_linker"": ""5-(bis(4-carboxybenzyl)amino)isophthalic acid"", ""solvent"": ""water"", ""temperature_C"": 170.0, ""time_h"": 72.0}",metal=mncl2.4h2o|linker=5-(bis(4-carboxybenzyl)amino)isophthalic acid|solvent=water,True,False,False,train
46,10.1039/c8ce01209a,2018.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 7.0, ""metal_precursor"": ""cdcl2.3/2h2o"", ""modulator"": ""sodium hydroxide solution"", ""organic_linker"": ""5-(bis(4-carboxybenzyl)amino)isophthalic acid"", ""solvent"": ""water"", ""temperature_C"": 170.0, ""time_h"": 72.0}",metal=cdcl2.3/2h2o|linker=5-(bis(4-carboxybenzyl)amino)isophthalic acid|solvent=water,True,False,False,train
47,10.1039/c8ce01209a,2018.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 17.0, ""metal_precursor"": ""pb(no3)2"", ""modulator"": null, ""organic_linker"": ""5-(bis(4-carboxybenzyl)amino)isophthalic acid"", ""solvent"": ""dimethylformamide and water"", ""temperature_C"": 85.0, ""time_h"": 72.0}",metal=pb(no3)2|linker=5-(bis(4-carboxybenzyl)amino)isophthalic acid|solvent=dimethylformamide + water,True,False,False,train
48,10.1021/acs.cgd.4c00224,2024.0,"{""M_L_ratio"": 0.99, ""metal_concentration_mM"": 248.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""fumaric acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 6.0}",metal=zrocl2.8h2o|linker=fumaric acid|solvent=dimethylformamide,True,False,False,holdout
49,10.1021/acs.cgd.4c00224,2024.0,"{""M_L_ratio"": 0.87, ""metal_concentration_mM"": 2.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""3,5-pyrazoledicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 72.0}","metal=zrocl2.8h2o|linker=3,5-pyrazoledicarboxylic acid|solvent=dimethylformamide",True,False,False,train
50,10.1021/ja500330a,2014.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 20.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""fumaric acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrocl2.8h2o|linker=fumaric acid|solvent=dimethylformamide,True,False,False,holdout
51,10.1021/ja500330a,2014.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 250.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""fumaric acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 6.0}",metal=zrocl2.8h2o|linker=fumaric acid|solvent=dimethylformamide,True,False,False,holdout
52,10.1021/ja500330a,2014.0,"{""M_L_ratio"": 0.87, ""metal_concentration_mM"": 26.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""1h-pyrazole-3,5-dicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 72.0}","metal=zrocl2.8h2o|linker=1h-pyrazole-3,5-dicarboxylic acid|solvent=dimethylformamide",True,True,True,holdout
53,10.1021/ja500330a,2014.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 10.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""1,5-dihydroxynaphthalene-2,6-dicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}","metal=zrocl2.8h2o|linker=1,5-dihydroxynaphthalene-2,6-dicarboxylic acid|solvent=dimethylformamide",True,False,False,train
54,10.1021/ja500330a,2014.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 10.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""biphenyl-4,4'-dicarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 48.0}","metal=zrocl2.8h2o|linker=biphenyl-4,4'-dicarboxylic acid|solvent=dimethylformamide",True,False,False,train
55,10.1021/ja500330a,2014.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 25.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""benzene-1,3,5-tricarboxylic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 100.0, ""time_h"": 168.0}","metal=zrocl2.8h2o|linker=benzene-1,3,5-tricarboxylic acid|solvent=dimethylformamide",True,False,False,holdout
56,10.1021/ja500330a,2014.0,"{""M_L_ratio"": 4.0, ""metal_concentration_mM"": 25.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""4,4',4″,4‴-methanetetrayltetrabenzoic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 96.0}","metal=zrocl2.8h2o|linker=4,4',4″,4‴-methanetetrayltetrabenzoic acid|solvent=dimethylformamide",True,False,False,train
57,10.1021/ja500330a,2014.0,"{""M_L_ratio"": 2.0, ""metal_concentration_mM"": 20.0, ""metal_precursor"": ""zrocl2.8h2o"", ""modulator"": ""formic acid"", ""organic_linker"": ""4,4',4″,4‴-methanetetrayltetrabenzoic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 130.0, ""time_h"": 24.0}","metal=zrocl2.8h2o|linker=4,4',4″,4‴-methanetetrayltetrabenzoic acid|solvent=dimethylformamide",True,False,False,train
58,10.1021/acs.cgd.6b01533,2017.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 45.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
59,10.1021/acs.cgd.6b01533,2017.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 45.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid and cuprous oxide"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
64,10.1021/acs.cgd.6b01533,2017.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 45.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid and copper(i) chloride"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
68,10.1021/acs.cgd.6b01533,2017.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 45.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid and copper(i) iodide"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
72,10.1021/acs.cgd.6b01533,2017.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 45.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid and copper(i) bromide"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
76,10.1021/acs.cgd.6b01533,2017.0,"{""M_L_ratio"": 1.0, ""metal_concentration_mM"": 45.0, ""metal_precursor"": ""zrcl4"", ""modulator"": ""acetic acid and copper(ii) chloride"", ""organic_linker"": ""terephthalic acid"", ""solvent"": ""dimethylformamide"", ""temperature_C"": 120.0, ""time_h"": 24.0}",metal=zrcl4|linker=terephthalic acid|solvent=dimethylformamide,True,False,False,train
